id,overall_status,study_type,phase,sponsors,sponsors_class,start_date,completion_date,primary_completion_date,primary_purpose,enrollment,condition,location_countries,gender,age,intervention,primary_outcome,title
NCT04264533,Terminated,Interventional,Phase 2,ZhiYong Peng,Other,14-Feb-20,29-Mar-20,2-Mar-20,TREATMENT,56,VITAMIN C,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",VC,VENTILATION-FREE DAYS,Vitamin C Infusion for the Treatment of Severe 2019-nCoV Infected Pneumonia: a Prospective Randomized Clinical Trial
NCT04264858,Not yet recruiting,Interventional,Not Applicable,"Wuhan Union Hospital, China",Other,17-Mar-20,31-May-20,30-Apr-20,TREATMENT,10,2019-NCOV,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",IMMUNOGLOBULIN OF CURED PATIENTS,TIME TO CLINICAL IMPROVEMENT (TTCI),An Exploratory Clinical Study on the Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured 2019-nCoV Pneumonia Patients
NCT04268537,Not yet recruiting,Interventional,Phase 2,"Southeast University, China",Other,10-Feb-20,31-Oct-20,30-Apr-20,TREATMENT,120,"2019 NCOV, PD-1",,ALL,"18 Years and older   (Adult, Older Adult)",PD-1 BLOCKING ANTIBODY+STANDARD TREATMENT,LUNG INJURY SCORE,Immunoregulatory Therapy for 2019-nCoV-induced Severe Pneumonia Patients
NCT04269525,Recruiting,Interventional,Phase 2,ZhiYong Peng,Other,6-Feb-20,30-Dec-20,1-Dec-20,PREVENTION,16,"PNEUMONIA, VIRAL",CHINA,ALL,"18 Years to 80 Years   (Adult, Older Adult)",UC-MSCS,OXYGENATION INDEX,Clinical Research Regarding the Availability and Safety of UC-MSCs Treatment for Serious Pneumonia and Critical Pneumonia Caused by the 2019-nCOV Infection
NCT04270383,Not yet recruiting,Observational,,Beijing Children's Hospital,Other,15-Feb-20,31-Dec-20,31-Dec-20,COHORT,500,2019-NCOV,CHINA,ALL,"up to 18 Years   (Child, Adult)",,THE CURE RATE OF 2019-NCOV.,A Multicenter Observational Study About the Clinical Characteristics and Long-term Prognosis of 2019-nCoV Infection in Children
NCT04272710,Withdrawn,Observational,,Chongqing Medical University,Other,25-Jan-20,30-Apr-20,31-Mar-20,COHORT,0,2019-NCOV,CHINA,ALL,"18 Years to 100 Years   (Adult, Older Adult)",,OCCUPANCY RATE IN THE INTENSIVE CARE UNIT (ICU),Prognostic Characteristics Difference Between the Hypertension Patients With and Without ACEI Treatment When Suffered With 2019-nCoV Infection in China
NCT04273321,Completed,Interventional,Not Applicable,Beijing Chao Yang Hospital,Other,14-Feb-20,15-Apr-20,15-Apr-20,TREATMENT,86,COVID,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",METHYLPREDNISOLONE,THE INCIDENCE OF TREATMENT FAILURE IN 14 DAYS,Efficacy and Safety of Corticosteroids in COVID-19: A Prospective Randomized Controlled Trails
NCT04273529,Not yet recruiting,Interventional,Phase 2,First Affiliated Hospital of Wenzhou Medical University,Other,20-Feb-20,30-Jun-20,30-May-20,TREATMENT,100,COVID THALIDOMIDE,,ALL,"18 Years and older   (Adult, Older Adult)",THALIDOMIDE,TIME TO CLINICAL RECOVERYTIME TO CLINICAL RECOVERY (TTCR),"The Efficacy and Safety of Thalidomide in the Adjuvant Treatment of Moderate New Coronavirus (COVID-19) Pneumonia: a Prospective, Multicenter, Randomized, Double-blind, Placebo, Parallel Controlled Clinical Study"
NCT04273581,Not yet recruiting,Interventional,Phase 2,First Affiliated Hospital of Wenzhou Medical University,Other,18-Feb-20,30-May-20,30-Apr-20,TREATMENT,40,COVID THALIDOMIDE,,ALL,"18 Years and older   (Adult, Older Adult)",PLACEBO,TIME TO CLINICAL IMPROVEMENT (TTCI),"The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe New Coronavirus (COVID-19) Pneumonia: a Prospective, Multicenter, Randomized, Double-blind, Placebo, Parallel Controlled Clinical Study"
NCT04273646,Not yet recruiting,Interventional,Not Applicable,"Wuhan Union Hospital, China",Other,20-Apr-20,15-Feb-22,30-Jun-20,TREATMENT,48,2019 NOVEL CORONAVIRUS PNEUMONIA,CHINA,ALL,"18 Years to 65 Years   (Adult, Older Adult)",UC-MSCS,PNEUMONIA SEVERITY INDEX,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Severe COVID-19
NCT04273763,"Active, not recruiting",Interventional,Not Applicable,Second Affiliated Hospital of Wenzhou Medical University,Other,16-Feb-20,1-Jun-20,10-May-20,TREATMENT,18,NOVEL CORONAVIRUS PNEUMONIA,CHINA,ALL,"18 Years to 80 Years   (Adult, Older Adult)",BROMHEXINE HYDROCHLORIDE TABLETS,TIME TO CLINICAL RECOVERY AFTER TREATMENT,Evaluating the Efficacy and Safety of Bromhexine Hydrochloride Tablets Combined With Standard Treatment/ Standard Treatment in Patients With Suspected and Mild Novel Coronavirus Pneumonia (COVID-19)
NCT04274322,"Active, not recruiting",Observational,,Peking University Third Hospital,Other,19-Feb-20,20-Jul-21,4-Apr-20,COHORT,117,CRITICALLY ILL,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",NUTRITION SUPPORT,28-DAY ALL CAUSE MORTALITY,Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool (COV_NUTRIC)
NCT04275245,Recruiting,Interventional,Phase 1/Phase 2,Tang-Du Hospital,Other,3-Feb-20,31-Dec-20,31-Dec-20,TREATMENT,20,2019-NCOVS INFECTION PNEUMONIA,CHINA,ALL,"18 Years to 75 Years   (Adult, Older Adult)",MEPLAZUMAB FOR INJECTION,2019 NCOV NUCLEIC ACID DETECTION,"Single Center, Single Arm, Open Clinical Study to Access Safety and Initial Efficacy of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia"
NCT04275388,Not yet recruiting,Observational,,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Industry,15-May-20,14-Dec-21,14-Jul-20,COHORT,426,2019 NOVEL CORONAVIRUS PNEUMONIA,,ALL,"up to 100 Years   (Child, Adult, Older Adult)",XIYANPING INJECTION,CLINICAL RECOVERY TIME,Retrospective Cohort to Evaluate the Effectiveness and Safety of Xiyanping Injection Combined With Conventional Treatment for New Coronavirus Infection Pneumonia (Common Type)
NCT04275414,Completed,Interventional,Phase 2,Qilu Hospital of Shandong University,Other,15-Feb-20,2-May-20,5-Apr-20,TREATMENT,27,CORONAVIRUS INFECTION,CHINA,ALL,"18 Years to 80 Years   (Adult, Older Adult)",BEVACIZUMAB INJECTION,PARTIAL ARTERIAL OXYGEN PRESSURE (PAO2) TO FRACTION OF INSPIRATION O2 (FIO2) RATIO,Effecacy and Safety of Bevacizumab in Severe Patients With Covid-19: a Pilot Study (BEST-CP)
NCT04275947,Recruiting,Observational,,Chinese Alliance Against Lung Cancer,Other,14-Feb-20,31-May-20,30-Apr-20,COHORT,450,COVID,CHINA,ALL,"18 Years to 90 Years   (Adult, Older Adult)","NCAPP, A CELL PHONE-BASED AUTO-DIAGNOSIS SYSTEM",ACCURACY OF NCAPP COVID-19 RISK DIAGNOSTIC MODEL,"The COVID-19 Mobile Health Study, a Large-scale Clinical Observational Study Using nCapp"
NCT04276688,Completed,Interventional,Phase 2,The University of Hong Kong,Other,10-Feb-20,31-Mar-20,30-Mar-20,TREATMENT,127,NOVEL CORONAVIRUS INFECTION,HONG KONG,ALL,"18 Years and older   (Adult, Older Adult)",LOPINAVIR/RITONAVIR,TIME TO NEGATIVE NPS,"An Open-label Randomized Controlled Trial on Lopinavir/ Ritonavir, Ribavirin and Interferon Beta 1b Combination Versus Lopinavir/ Ritonavir Alone, as Treatment for 2019 Novel Coronavirus Infection"
NCT04276896,Recruiting,Interventional,Phase 1/Phase 2,Shenzhen Geno-Immune Medical Institute,Other,24-Mar-20,31-Dec-24,31-Jul-23,TREATMENT,100,PATHOGEN INFECTION COVID INFECTION,CHINA,ALL,"6 Months to 80 Years   (Child, Adult, Older Adult)",INJECTION AND INFUSION OF LV-SMENP-DC VACCINE AND ANTIGEN-SPECIFIC CTLS,CLINICAL IMPROVEMENT BASED ON THE 7-POINT SCALE,Phase I/II Multicenter Trial of Lentiviral Minigene Vaccine (LV-SMENP) of Covid-19 Coronavirus
NCT04276987,Completed,Interventional,Phase 1,Ruijin Hospital,Other,15-Feb-20,31-Jul-20,31-May-20,TREATMENT,24,CORONAVIRUS,CHINA,ALL,"18 Years to 75 Years   (Adult, Older Adult)",MSCS-DERIVED EXOSOMES,ADVERSE REACTION (AE) AND SEVERE ADVERSE REACTION (SAE),A Pilot Clinical Study on Aerosol Inhalation of the Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in the Treatment of Severe Patients With Novel Coronavirus Pneumonia
NCT04278404,Recruiting,Observational,,Duke University,Other,5-Mar-20,24-Apr-24,24-Apr-24,OTHER,5000,CORONAVIRUS INFECTION (COVID),CANADA,ALL,"up to 20 Years   (Child, Adult)","THE POP02 STUDY IS COLLECTING BODILY FLUID SAMPLES (I.E., WHOLE BLOOD, EFFLUENT SAMPLES) OF CHILDREN PRESCRIBED THE FOLLOWING DRUGS OF INTEREST PER STANDARD OF CARE:",CLEARANCE (CL) OR APPARENT ORAL CLEARANCE (CL/F) AS MEASURED BY PK SAMPLING,"Pharmacokinetics, Pharmacodynamics, and Safety Profile of Understudied Drugs"
NCT04278963,Suspended,Interventional,Phase 2/Phase 3,China Academy of Chinese Medical Sciences,Other,27-Feb-20,21-Jan-21,21-Jan-21,TREATMENT,300,COVID,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",YINHU QINGWEN DECOCTION,MEAN CLINICAL RECOVERY TIME (HOURS),"Adaptive, Randomized, Single-blind, Three-arm Parallel Controlled Clinical Trial of Yinhu Qingwen Decoction in the Treatment of Mild / Common CoVID-19"
NCT04279197,Recruiting,Interventional,Phase 2,ShuGuang Hospital,Other,23-Apr-20,21-Dec-21,21-Dec-21,TREATMENT,160,PULMONARY FIBROSIS DUE TO COVID,CHINA,ALL,"18 Years to 70 Years   (Adult, Older Adult)",FUZHENG HUAYU TABLET,THE IMPROVEMENT PROPORTION OF PULMONARY FIBROSIS,The Efficacy of Treating Pulmonary Fibrosis and Pulmonary Function Injury in COVID-19 With the Fuzheng Huayu Tablets: a Multicenter Randomized Controlled Trial
NCT04279782,Recruiting,Observational,,"Third Affiliated Hospital, Sun Yat-Sen University",Other,20-Jan-20,28-Feb-21,31-Jan-21,COHORT,100,CORONAVIRUS,CHINA,ALL,"Child, Adult, Older Adult",COMPREHENSIVE TREATMENT,SURVIVAL RATE,Investigation on Clinical Features of Suspected and Confirmed Patients of 2019 Novel Coronavirus Infection in Isolation Unit
NCT04279795,Recruiting,Observational,,"Third Affiliated Hospital, Sun Yat-Sen University",Other,20-Jan-20,28-Feb-21,31-Jan-21,COHORT,20,CORONAVIRUS,CHINA,ALL,"Child, Adult, Older Adult",,POSITIVE RATE OF 2019 NOVEL CORONAVIRUS RNA,Study on Detection of 2019 Novel Coronavirus in Multiple Organ System and Its Relationship With Clinical Manifestations in Patients
NCT04279899,Recruiting,Observational,,Children's Hospital of Fudan University,Other,1-Feb-20,31-Dec-20,30-Nov-20,CASE-ONLY,100,NEONATAL INFECTION,CHINA,ALL,up to 28 Days   (Child),,THE DEATH OF NEWBORNS WITH COVID-19,A Multicenter Observational Study of the Perinatal-neonatal Population With or With Risk of COVID-19 in China
NCT04280224,Recruiting,Interventional,Phase 1,Xinxiang medical university,Other,15-Feb-20,30-Dec-20,30-Sep-20,TREATMENT,30,NOVEL CORONAVIRUS PNEUMONIA,CHINA,ALL,"18 Years to 65 Years   (Adult, Older Adult)",NK CELLS,IMPROVEMENT OF CLINICAL SYMPTOMS INCLUDING DURATION OF FEVER,Clinical Investigation of Natural Killer Cells Treatment in Pneumonia Patients Infected With 2019 Novel Coronavirus
NCT04280588,Withdrawn,Interventional,Phase 2,First Affiliated Hospital of Fujian Medical University,Other,22-Feb-20,1-Jul-20,1-Jul-20,TREATMENT,0,CORONAVIRUS DISEASE (COVID),CHINA,ALL,"18 Years to 80 Years   (Adult, Older Adult)",FINGOLIMOD 0.5 MG,THE CHANGE OF PNEUMONIA SEVERITY ON X-RAY IMAGES,Efficacy of Fingolimod in the Treatment of New Coronavirus Pneumonia (COVID-19)
NCT04280705,Completed,Interventional,Phase 3,National Institute of Allergy and Infectious Diseases (NIAID),NIH,21-Feb-20,21-May-20,21-May-20,TREATMENT,1062,COVID,DENMARK,ALL,"18 Years to 99 Years   (Adult, Older Adult)",PLACEBO,TIME TO RECOVERY,"A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults"
NCT04280913,Withdrawn,Observational,,Guangzhou Institute of Respiratory Disease,Other,22-Feb-20,31-Mar-20,31-Mar-20,COHORT,0,CORONAVIRUS DISEASE 2019,CHINA,ALL,"Child, Adult, Older Adult",RETROSPECTIVE ANALYSIS,TIME TO NEGATIVE CONVERSION OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,Clinical Outcomes of Hospitalized Patients With Coronavirus Disease 2019
NCT04281693,Not yet recruiting,Interventional,Not Applicable,Affiliated Hospital to Academy of Military Medical Sciences,Other,20-Feb-21,20-Mar-21,20-Mar-21,SCREENING,230,NOVEL CORONAVIRUS INFECTION PNEUMONIA,CHINA,ALL,"Child, Adult, Older Adult",STANDARD SCREENING STRATEGY,SCREENING ACCURACY,Identification of a New Screening Strategy for 2019 Novel Coronavirus Infection
NCT04282135,Completed,Observational,,Klinikum Bayreuth GmbH,Industry,15-Feb-20,30-Jun-20,8-May-20,CASE-CONTROL,76,INFLUENZA,GERMANY,ALL,"18 Years and older   (Adult, Older Adult)",MCC IMS,CLUSTER ANALYSIS OF MCC IMS SPECTRA.,Detection of Influenza or SARS-CoV-2 Infection by IMS of Nasal Air Sampling
NCT04283461,"Active, not recruiting",Interventional,Phase 1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,16-Mar-20,22-Nov-22,22-Nov-22,PREVENTION,120,COVID,UNITED STATES,ALL,"18 Years to 99 Years   (Adult, Older Adult)",MRNA-1273,FREQUENCY OF SOLICITED LOCAL REACTOGENICITY ADVERSE EVENTS (AES),"Phase I, Open-Label, Dose-Ranging Study of the Safety and Immunogenicity of 2019-nCoV Vaccine (mRNA-1273) in Healthy Adults"
NCT04284046,Completed,Observational,,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",Other,31-Jan-20,18-Feb-20,18-Feb-20,COHORT,39,CT SCORES PREDICT MORTALITY IN 2019-NCOV PNEUMONIA,CHINA,ALL,"Child, Adult, Older Adult",CT SCORE,7-DAY MORTALITY,CT Scores Predict Mortality in 2019-nCoV Pneumonia
NCT04285190,Withdrawn,Interventional,Not Applicable,"Tasly Pharmaceuticals, Inc.",Industry,26-Feb-20,20-Apr-20,15-Apr-20,TREATMENT,0,CORONAVIRUS DISEASE 2019,,ALL,"18 Years to 85 Years   (Adult, Older Adult)",T89,THE TIME TO OXYGEN SATURATION RECOVERY TO NORMAL LEVEL (≥97%),A Clinical Study to Investigate the Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With Coronavirus Disease 2019 (COVID-19)
NCT04285801,Completed,Observational,,Chinese University of Hong Kong,Other,14-Feb-20,25-Feb-20,25-Feb-20,CASE-ONLY,8,COVID,HONG KONG,ALL,"18 Years and older   (Adult, Older Adult)",,28 DAY MORTALITY,Critically Ill Patients With COVID-19 in Hong Kong: a Multicentre Observational Cohort Study
NCT04286503,Not yet recruiting,Interventional,Phase 4,Beijing YouAn Hospital,Other,23-Feb-20,28-Feb-21,28-Feb-21,TREATMENT,520,NOVEL CORONAVIRUS INFECTIOUS DISEASE (COVID),,ALL,"18 Years to 75 Years   (Adult, Older Adult)",CARRIMYCIN,FEVER TO NORMAL TIME (DAY),"The Efficacy and Safety of Carrimycin Treatment in Patients With Novel Coronavirus Infectious Disease (COVID-19) : A Multicenter, Randomized, Open-controlled Study"
NCT04287686,Withdrawn,Interventional,Not Applicable,The First Affiliated Hospital of Guangzhou Medical University,Other,20-Feb-21,20-Apr-21,20-Apr-21,TREATMENT,0,COVID,CHINA,ALL,"18 Years to 80 Years   (Adult, Older Adult)",RECOMBINANT HUMAN ANGIOTENSIN-CONVERTING ENZYME 2 (RHACE2),TIME COURSE OF BODY TEMPERATURE (FEVER),"A Randomized, Open Label, Controlled Clinical Study to Evaluate the Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) in Adult Patients With COVID-19"
NCT04288102,Completed,Interventional,Phase 2,Beijing 302 Hospital,Other,5-Mar-20,9-Jul-20,12-May-20,TREATMENT,100,CORONA VIRUS DISEASE 2019(COVID),CHINA,ALL,"18 Years to 75 Years   (Adult, Older Adult)",UC-MSCS,CHANGE IN LESION PROPORTION (%) OF FULL LUNG VOLUME FROM BASELINE TO DAY 28.,"A Phase II, Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy and Safety of Human Umbilical Cord-derived Mesenchymal Stem Cells in the Treatment of Severe COVID-19 Patients"
NCT04288713,Available,Expanded Access,,Hudson Medical,Other,,,,,,CORONAVIRUS,,ALL,"18 Years and older   (Adult, Older Adult)",ECULIZUMAB,,Soliris to Stop Immune Mediated Death In Covid 19 Infected Patients. A Trial of Distal Complement Inhibition.
NCT04290780,Recruiting,Observational,,Hospices Civils de Lyon,Other,9-Mar-20,31-Dec-21,31-Dec-21,COHORT,300,INFECTION VIRAL,FRANCE,ALL,"Child, Adult, Older Adult",NOSOCOMIAL INFECTION/HOSPITAL ACQUIRED INFECTION,NOSOCOMIAL INFECTION,Multicenter Study on Nosocomial Transmission of SARS-CoV-2 Virus
NCT04290858,Withdrawn,Interventional,Phase 2,Xijing Hospital,Other,1-Mar-20,1-Feb-22,1-Mar-21,TREATMENT,0,CORONAVIRUS INFECTION,,ALL,"18 Years and older   (Adult, Older Adult)",NITRIC OXIDE,REDUCTION IN THE INCIDENCE OF INTUBATION AND MECHANICAL VENTILATION,Nitric Oxide Gas Inhalation Therapy in Spontaneous Breathing Patients With Mild/Moderate COVID19 Infection: a Randomized Clinical Trial
NCT04290871,Withdrawn,Interventional,Phase 2,Xijing Hospital,Other,23-Mar-20,1-Mar-22,1-Mar-21,TREATMENT,0,CORONAVIRUS,,ALL,"18 Years and older   (Adult, Older Adult)",NITRIC OXIDE GAS,SARS-FREE PATIENTS AT 14 DAYS,Nitric Oxide Gas Inhalation Therapy for Severe Acute Respiratory Syndrome Due to COVID-19.
NCT04291053,Not yet recruiting,Interventional,Phase 2/Phase 3,Tongji Hospital,Other,1-Apr-20,1-Sep-20,1-Aug-20,TREATMENT,550,COVID,,ALL,"18 Years to 75 Years   (Adult, Older Adult)",HUAIER GRANULE,MORTALITY RATE,"The Efficacy and Safety of Huai er in the Adjuvant Treatment of COVID-19: a Prospective, Multicenter, Randomized, Parallel Controlled Clinical Study"
NCT04291729,Completed,Interventional,Phase 4,The Ninth Hospital of Nanchang,Other,17-Feb-20,19-Mar-20,19-Mar-20,TREATMENT,11,COVID,CHINA,ALL,"18 Years to 75 Years   (Adult, Older Adult)",GANOVO+RITONAVIR+/-INTERFERON NEBULIZATION,RATE OF COMPOSITE ADVERSE OUTCOMES,An Open Clinical Trial to Evaluate Ganovo（Danoprevir ） Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection
NCT04292327,"Active, not recruiting",Observational,,Fujian Provincial Hospital,Other,1-Jan-20,31-Jul-20,30-Apr-20,OTHER,400,PNEUMONIA CAUSED BY HUMAN CORONAVIRUS,CHINA,ALL,"18 Years to 75 Years   (Adult, Older Adult)",,MORTALITY,Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus(2019-nCoV)
NCT04292340,Recruiting,Observational,,Shanghai Public Health Clinical Center,Other,1-Feb-20,31-Dec-20,31-Jul-20,CASE-ONLY,15,CORONAVIRUS,CHINA,ALL,"Child, Adult, Older Adult",,"THE VIROLOGICAL CLEARANCE RATE OF THROAT SWABS, SPUTUM, OR LOWER RESPIRATORY TRACT SECRETIONS AT DAY 1",The Efficacy and Safety of Anti-SARS-CoV-2 Inactivated Convalescent Plasma in the Treatment of Novel Coronavirus Pneumonia Patient (COVID-19) : An Observational Study
NCT04292730,Completed,Interventional,Phase 3,Gilead Sciences,Industry,15-Mar-20,26-Jun-20,29-Apr-20,TREATMENT,1113,COVID,CHINA,ALL,"12 Years and older   (Child, Adult, Older Adult)",REMDESIVIR,PART A: PERCENTAGE OF PARTICIPANTS IN EACH CLINICAL STATUS CATEGORY AS ASSESSED BY A 7-POINT ORDINAL SCALE ON DAY 11,A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate COVID-19 Compared to Standard of Care Treatment
NCT04292899,Completed,Interventional,Phase 3,Gilead Sciences,Industry,6-Mar-20,30-Jun-20,9-Apr-20,TREATMENT,4891,COVID,CHINA,ALL,"12 Years and older   (Child, Adult, Older Adult)",REMDESIVIR,PART A: PERCENTAGE OF PARTICIPANTS IN EACH CLINICAL STATUS CATEGORY AS ASSESSED BY A 7-POINT ORDINAL SCALE ON DAY 14,A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe COVID-19
NCT04292964,Completed,Observational,,Chongqing Medical University,Other,1-Mar-20,13-Mar-20,13-Mar-20,COHORT,201,SARS-COV2,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",,ALL-CAUSE MORTALITY,Prognostic Factors of Patients With COVID-19
NCT04293692,Withdrawn,Interventional,Not Applicable,Puren Hospital Affiliated to Wuhan University of Science and Technology,Other,24-Feb-20,25-Feb-20,25-Feb-20,TREATMENT,0,COVID,CHINA,ALL,"18 Years to 75 Years   (Adult, Older Adult)",UC-MSCS,SIZE OF LESION AREA BY CHEST IMAGING,Human Umbilical Cord Mesenchymal Stem Cells Treatment for Pneumonia Patients Infected by 2019 Novel Coronavirus
NCT04293887,Not yet recruiting,Interventional,Early Phase 1,Tongji Hospital,Other,1-Mar-20,30-Jun-20,30-May-20,TREATMENT,328,COVID,,ALL,"18 Years and older   (Adult, Older Adult)",RECOMBINANT HUMAN INTERFERON Α1Β,THE INCIDENCE OF SIDE EFFECTS,"Randomized, Open, Blank Control Study on the Efficacy and Safety of Recombinant Human Interferon α1β in the Treatment of Patients With New Type of Coronavirus Infection in Wuhan"
NCT04295551,Not yet recruiting,Interventional,Not Applicable,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Industry,14-Mar-20,14-Apr-21,14-Jul-20,TREATMENT,80,COVID,,ALL,"18 Years to 100 Years   (Adult, Older Adult)",LOPINAVIR / RITONAVIR TABLETS COMBINED WITH XIYANPING INJECTION,CLINICAL RECOVERY TIME,Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe)
